variable_num,value,translation
V4038,SB,Victim was Sibling
V4038,CH,Victim was Child
V4038,GP,Victim was Grandparent
V4038,GC,Victim was Grandchild
V4038,IL,Victim was In-Law
V4038,SP,Victim was Stepparent
V4038,SC,Victim was Stepchild
V4038,SS,Victim was Stepsibling
V4038,OF,Victim was Other Family Member
V4038,VO,Victim was Offender
V4038,AQ,Victim was Acquaintance
V4038,FR,Victim was Friend
V4038,NE,Victim was Neighbor
V4038,BE,Victim was Babysittee (the baby)
V4038,BG,Victim was Boyfriend/Girlfriend
V4038,CF,Victim was Child of Boyfriend/Girlfriend
V4038,HR,Homosexual Relationship
V4038,XS,Victim was Ex-Spouse
V4038,EE,Victim was Employee
V4038,ER,Victim was Employer
V4038,OK,Victim was Otherwise Known
V4038,RU,Relationship Unknown
V4038,ST,Victim was Stranger
V4040,SE,Victim was Spouse
V4040,CS,Victim was Common-Law Spouse
V4040,PA,Victim was Parent
V4040,SB,Victim was Sibling
V4040,CH,Victim was Child
V4040,GP,Victim was Grandparent
V4040,GC,Victim was Grandchild
V4040,IL,Victim was In-Law
V4040,SP,Victim was Stepparent
V4040,SC,Victim was Stepchild
V4040,SS,Victim was Stepsibling
V4040,OF,Victim was Other Family Member
V4040,VO,Victim was Offender
V4040,AQ,Victim was Acquaintance
V4040,FR,Victim was Friend
V4040,NE,Victim was Neighbor
V4040,BE,Victim was Babysittee (the baby)
V4040,BG,Victim was Boyfriend/Girlfriend
V4040,CF,Victim was Child of Boyfriend/Girlfriend
V4040,HR,Homosexual Relationship
V4040,XS,Victim was Ex-Spouse
V4040,EE,Victim was Employee
V4040,ER,Victim was Employer
V4040,OK,Victim was Otherwise Known
V4040,RU,Relationship Unknown
V4040,ST,Victim was Stranger
V4042,SE,Victim was Spouse
V4042,CS,Victim was Common-Law Spouse
V4042,PA,Victim was Parent
V4042,SB,Victim was Sibling
V4042,CH,Victim was Child
V4042,GP,Victim was Grandparent
V4042,GC,Victim was Grandchild
V4042,IL,Victim was In-Law
V4042,SP,Victim was Stepparent
V4042,SC,Victim was Stepchild
V4042,SS,Victim was Stepsibling
V4042,OF,Victim was Other Family Member
V4042,VO,Victim was Offender
V4042,AQ,Victim was Acquaintance
V4042,FR,Victim was Friend
V4042,NE,Victim was Neighbor
V4042,BE,Victim was Babysittee (the baby)
V4042,BG,Victim was Boyfriend/Girlfriend
V4042,CF,Victim was Child of Boyfriend/Girlfriend
V4042,HR,Homosexual Relationship
V4042,XS,Victim was Ex-Spouse
V4042,EE,Victim was Employee
V4042,ER,Victim was Employer
V4042,OK,Victim was Otherwise Known
V4042,RU,Relationship Unknown
V4042,ST,Victim was Stranger
V4044,SE,Victim was Spouse
V4044,CS,Victim was Common-Law Spouse
V4044,PA,Victim was Parent
V4044,SB,Victim was Sibling
V4044,CH,Victim was Child
V4044,GP,Victim was Grandparent
V4044,GC,Victim was Grandchild
V4044,IL,Victim was In-Law
V4044,SP,Victim was Stepparent
V4044,SC,Victim was Stepchild
V4044,SS,Victim was Stepsibling
V4044,OF,Victim was Other Family Member
V4044,VO,Victim was Offender
V4044,AQ,Victim was Acquaintance
V4044,FR,Victim was Friend
V4044,NE,Victim was Neighbor
V4044,BE,Victim was Babysittee (the baby)
V4044,BG,Victim was Boyfriend/Girlfriend
V4044,CF,Victim was Child of Boyfriend/Girlfriend
V4044,HR,Homosexual Relationship
V4044,XS,Victim was Ex-Spouse
V4044,EE,Victim was Employee
V4044,ER,Victim was Employer
V4044,OK,Victim was Otherwise Known
V4044,RU,Relationship Unknown
V4044,ST,Victim was Stranger
V4046,SE,Victim was Spouse
V4046,CS,Victim was Common-Law Spouse
V4046,PA,Victim was Parent
V4046,SB,Victim was Sibling
V4046,CH,Victim was Child
V4046,GP,Victim was Grandparent
V4046,GC,Victim was Grandchild
V4046,IL,Victim was In-Law
V4046,SP,Victim was Stepparent
V4046,SC,Victim was Stepchild
V4046,SS,Victim was Stepsibling
V4046,OF,Victim was Other Family Member
V4046,VO,Victim was Offender
V4046,AQ,Victim was Acquaintance
V4046,FR,Victim was Friend
V4046,NE,Victim was Neighbor
V4046,BE,Victim was Babysittee (the baby)
V4046,BG,Victim was Boyfriend/Girlfriend
V4046,CF,Victim was Child of Boyfriend/Girlfriend
V4046,HR,Homosexual Relationship
V4046,XS,Victim was Ex-Spouse
V4046,EE,Victim was Employee
V4046,ER,Victim was Employer
V4046,OK,Victim was Otherwise Known
V4046,RU,Relationship Unknown
V4046,ST,Victim was Stranger
V4048,SE,Victim was Spouse
V4048,CS,Victim was Common-Law Spouse
V4048,PA,Victim was Parent
V4048,SB,Victim was Sibling
V4048,CH,Victim was Child
V4048,GP,Victim was Grandparent
V4048,GC,Victim was Grandchild
V4048,IL,Victim was In-Law
V4048,SP,Victim was Stepparent
V4048,SC,Victim was Stepchild
V4048,SS,Victim was Stepsibling
V4048,OF,Victim was Other Family Member
V4048,VO,Victim was Offender
V4048,AQ,Victim was Acquaintance
V4048,FR,Victim was Friend
V4048,NE,Victim was Neighbor
V4048,BE,Victim was Babysittee (the baby)
V4048,BG,Victim was Boyfriend/Girlfriend
V4048,CF,Victim was Child of Boyfriend/Girlfriend
V4048,HR,Homosexual Relationship
V4048,XS,Victim was Ex-Spouse
V4048,EE,Victim was Employee
V4048,ER,Victim was Employer
V4048,OK,Victim was Otherwise Known
V4048,RU,Relationship Unknown
V4048,ST,Victim was Stranger
V4050,SE,Victim was Spouse
V4050,CS,Victim was Common-Law Spouse
V4050,PA,Victim was Parent
V4050,SB,Victim was Sibling
V4050,CH,Victim was Child
V4050,GP,Victim was Grandparent
V4050,GC,Victim was Grandchild
V4050,IL,Victim was In-Law
V4050,SP,Victim was Stepparent
V4050,SC,Victim was Stepchild
V4050,SS,Victim was Stepsibling
V4050,OF,Victim was Other Family Member
V4050,VO,Victim was Offender
V4050,AQ,Victim was Acquaintance
V4050,FR,Victim was Friend
V4050,NE,Victim was Neighbor
V4050,BE,Victim was Babysittee (the baby)
V4050,BG,Victim was Boyfriend/Girlfriend
V4050,CF,Victim was Child of Boyfriend/Girlfriend
V4050,HR,Homosexual Relationship
V4050,XS,Victim was Ex-Spouse
V4050,EE,Victim was Employee
V4050,ER,Victim was Employer
V4050,OK,Victim was Otherwise Known
V4050,RU,Relationship Unknown
V4050,ST,Victim was Stranger
V5001,05,Offender Segment
V5002,01,AL-Alabama
V5002,02,AZ-Arizona
V5002,03,AR-Arkansas
V5002,04,CA-California
V5002,05,CO-Colorado
V5002,06,CT-Connecticut
V5002,07,DE-Delaware
V5002,08,DC-District of Columbia
V5002,09,FL-Florida
V5002,10,GA-Georgia
V5002,11,ID-Idaho
V5002,12,IL-Illinois
V5002,13,IN-Indiana
V5002,14,IA-Iowa
V5002,15,KS-Kansas
V5002,16,KY-Kentucky
V5002,17,LA-Louisiana
V5002,18,ME-Maine
V5002,19,MD-Maryland
V5002,20,MA-Massachusetts
V5002,21,MI-Michigan
V5002,22,MN-Minnesota
V5002,23,MS-Mississippi
V5002,24,MO-Missouri
V5002,25,MT-Montana
V5002,26,NB-Nebraska
V5002,27,NV-Nevada
V5002,28,NH-New Hampshire
V5002,29,NJ-New Jersey
V5002,30,NM-New Mexico
V5002,31,NY-New York
V5002,32,NC-North Carolina
V5002,33,ND-North Dakota
V5002,34,OH-Ohio
V5002,35,OK-Oklahoma
V5002,36,OR-Oregon
V5002,37,PA-Pennsylvania
V5002,38,RI-Rhode Island
V5002,39,SC-South Carolina
V5002,40,SD-South Dakota
V5002,41,TN-Tennessee
V5002,42,TX-Texas
V5002,43,UT-Utah
V5002,44,VT-Vermont
V5002,45,VA-Virginia
V5002,46,WA-Washington
V5002,47,WV-West Virginia
V5002,48,WI-Wisconsin
V5002,49,WY-Wyoming
V5002,50,AK-Alaska
V5002,51,HI-Hawaii
V5002,52,CZ-Canal Zone
V5002,53,PR-Puerto Rico
V5002,54,AS-American Samoa
V5002,55,GM-Guam
V5002,62,VI-Virgin Islands
V5006,00,Unknown N Offenders
V5007,00,Unknown
V5007,99,Over 98 Years Old
V5008,M,Male
V5008,F,Female
V5008,U,Unknown
V5009,W,White
V5009,B,Black or African American
V5009,I,American Indian or Alaska Native
V5009,A,Asian
V5009,P,Native Hawaiian or Other Pacific Islander
V5009,U,Unknown
V5011,H,Hispanic or Latino Origin
V5011,N,Not of Hispanic or Latino Origin
V5011,U,Unknown
V6001,06,Arrestee Segment
V6002,01,AL-Alabama
V6002,02,AZ-Arizona
V6002,03,AR-Arkansas
V6002,04,CA-California
V6002,05,CO-Colorado
V6002,06,CT-Connecticut
V6002,07,DE-Delaware
V6002,08,DC-District of Columbia
V6002,09,FL-Florida
V6002,10,GA-Georgia
V6002,11,ID-Idaho
V6002,12,IL-Illinois
V6002,13,IN-Indiana
V6002,14,IA-Iowa
V6002,15,KS-Kansas
V6002,16,KY-Kentucky
V6002,17,LA-Louisiana
V6002,18,ME-Maine
V6002,19,MD-Maryland
V6002,20,MA-Massachusetts
V6002,21,MI-Michigan
V6002,22,MN-Minnesota
V6002,23,MS-Mississippi
V6002,24,MO-Missouri
V6002,25,MT-Montana
V6002,26,NB-Nebraska
V6002,27,NV-Nevada
V6002,28,NH-New Hampshire
V6002,29,NJ-New Jersey
V6002,30,NM-New Mexico
V6002,31,NY-New York
V6002,32,NC-North Carolina
V6002,33,ND-North Dakota
V6002,34,OH-Ohio
V6002,35,OK-Oklahoma
V6002,36,OR-Oregon
V6002,37,PA-Pennsylvania
V6002,38,RI-Rhode Island
V6002,39,SC-South Carolina
V6002,40,SD-South Dakota
V6002,41,TN-Tennessee
V6002,42,TX-Texas
V6002,43,UT-Utah
V6002,44,VT-Vermont
V6002,45,VA-Virginia
V6002,46,WA-Washington
V6002,47,WV-West Virginia
V6002,48,WI-Wisconsin
V6002,49,WY-Wyoming
V6002,50,AK-Alaska
V6002,51,HI-Hawaii
V6002,52,CZ-Canal Zone
V6002,53,PR-Puerto Rico
V6002,54,AS-American Samoa
V6002,55,GM-Guam
V6002,62,VI-Virgin Islands
V6009,O,On-View Arrest (taken into custody without a warrant or previous incident report)
V6009,S,Summoned/Cited (not taken into custody)
V6009,T,Taken Into Custody (based on warrant and/or previous incident report)
V6010,M,Multiple
V6010,C,Count Arrestee
V6010,N,Not Applicable
V6011,200,Arson
V6011,13A,Aggravated Assault
V6011,13B,Simple Assault
V6011,13C,Intimidation
V6011,510,Bribery
V6011,220,Burglary/Breaking and Entering
V6011,250,Counterfeiting/Forgery
V6011,290,Destruction/Damage/Vandalism of Property
V6011,35A,Drug/Narcotic Violations
V6011,35B,Drug Equipment Violations
V6011,270,Embezzlement
V6011,210,Extortion/Blackmail
V6011,26A,False Pretenses/Swindle/Confidence Game
V6011,26B,Credit Card/Automatic Teller Machine Fraud
V6011,26C,Impersonation
V6011,26D,Welfare Fraud
V6011,26E,Wire Fraud
V6011,39A,Betting/Wagering
V6011,39B,Operating/Promoting/Assisting Gambling
V6011,39C,Gambling Equipment Violations
V6011,39D,Sports Tampering
V6011,09A,Murder/Nonnegligent Manslaughter
V6011,09B,Negligent Manslaughter
V6011,09C,Justifiable Homicide
V6011,64A,Human Trafficking - Commercial Sex Acts
V6011,64B,Human Trafficking - Involuntary Servitude
V6011,100,Kidnaping/Abduction
V6011,23A,Pocket-picking
V6011,23B,Purse-snatching
V6011,23C,Shoplifting
V6011,23D,Theft From Building
V6011,23E,Theft From Coin-Operated Machine or Device
V6011,23F,Theft From Motor Vehicle Theft
V6011,23G,Theft of Motor Vehicle Parts/Accessories
V6011,23H,All Other Larceny
V6011,240,Motor Vehicle Theft
V6011,370,Pornography/Obscene Material
V6011,40A,Prostitution
V6011,40B,Assisting or Promoting Prostitution
V6011,40C,Purchasing Prostitution
V6011,120,Robbery
V6011,11A,Rape
V6011,11B,Sodomy
V6011,11C,Sexual Assault With An Object
V6011,11D,Fondling (Indecent Liberties/Child Molesting)
V6011,36A,Incest
V6011,36B,Statutory Rape
V6011,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
V6011,520,Weapon Law Violations
V6011,90A,Bad Checks
V6011,90B,Curfew/Loitering/Vagrancy Violations
V6011,90C,Disorderly Conduct
V6011,90D,Driving Under the Influence
V6011,90E,Drunkenness
V6011,90F,"Family Offenses, Nonviolent"
V6011,90G,Liquor Law Violations
V6011,90H,Peeping Tom
V6011,90I,Runaway
V6011,90J,Trespass of Real Property
V6011,90Z,All Other Offenses
V6012,01,Unarmed
V6012,11,Firearm (type not stated)
V6012,11A,"Firearm (type not stated), automatic"
V6012,12,Handgun
V6012,12A,"Handgun, automatic"
V6012,13,Rifle
V6012,13A,"Rifle, automatic"
V6012,14,Shotgun
V6012,14A,"Shotgun, automatic"
V6012,15,Other Firearm
V6012,15A,"Other Firearm, automatic"
V6012,16,"Lethal Cutting Instrument (e.g., switchblade knife, etc.)"
V6012,17,Club/Blackjack/Brass Knuckles
V6013,01,Unarmed
V6013,11,Firearm (type not stated)
V6013,11A,"Firearm (type not stated), automatic"
V6013,12,Handgun
V6013,12A,"Handgun, automatic"
V6013,13,Rifle
V6013,13A,"Rifle, automatic"
V6013,14,Shotgun
V6013,14A,"Shotgun, automatic"
V6013,15,Other Firearm
V6013,15A,"Other Firearm, automatic"
V6013,16,"Lethal Cutting Instrument (e.g., switchblade knife, etc.)"
V6013,17,Club/Blackjack/Brass Knuckles
V6014,00,Unknown
V6014,99,Over 98 Years Old
V6015,M,Male
V6015,F,Female
V6016,W,White
V6016,B,Black or African American
V6016,I,American Indian or Alaska Native
V6016,A,Asian
V6016,A,Native Hawaiian or Other Pacific Islander
V6016,U,Unknown
V6017,H,Hispanic or Latino Origin
V6017,N,Not of Hispanic or Latino Origin
V6017,U,Unknown
V6018,R,Resident
V6018,N,Nonresident
V6018,U,Unknown
V6019,H,"Handled Within Department (e.g., released to parents, released with warning, etc.)"
V6019,R,"Referred to Other Authorities (e.g., turned over to juvenile court, probation department, welfare agency, other police agency,
criminal or adult court, etc.)"
V7001,07,Group B Arrest Report Segment
V7002,01,AL-Alabama
V7002,02,AZ-Arizona
V7002,03,AR-Arkansas
V7002,04,CA-California
V7002,05,CO-Colorado
V7002,06,CT-Connecticut
V7002,07,DE-Delaware
V7002,08,DC-District of Columbia
V7002,09,FL-Florida
V7002,10,GA-Georgia
V7002,11,ID-Idaho
V7002,12,IL-Illinois
V7002,13,IN-Indiana
V7002,14,IA-Iowa
V7002,15,KS-Kansas
V7002,16,KY-Kentucky
V7002,17,LA-Louisiana
V7002,18,ME-Maine
V7002,19,MD-Maryland
V7002,20,MA-Massachusetts
V7002,21,MI-Michigan
V7002,22,MN-Minnesota
V7002,23,MS-Mississippi
V7002,24,MO-Missouri
V7002,25,MT-Montana
V7002,26,NB-Nebraska
V7002,27,NV-Nevada
V7002,28,NH-New Hampshire
V7002,29,NJ-New Jersey
V7002,30,NM-New Mexico
V7002,31,NY-New York
V7002,32,NC-North Carolina
V7002,33,ND-North Dakota
V7002,34,OH-Ohio
V7002,35,OK-Oklahoma
V7002,36,OR-Oregon
V7002,37,PA-Pennsylvania
V7002,38,RI-Rhode Island
V7002,39,SC-South Carolina
V7002,40,SD-South Dakota
V7002,41,TN-Tennessee
V7002,42,TX-Texas
V7002,43,UT-Utah
V7002,44,VT-Vermont
V7002,45,VA-Virginia
V7002,46,WA-Washington
V7002,47,WV-West Virginia
V7002,48,WI-Wisconsin
V7002,49,WY-Wyoming
V7002,50,AK-Alaska
V7002,51,HI-Hawaii
V7002,52,CZ-Canal Zone
V7002,53,PR-Puerto Rico
V7002,54,AS-American Samoa
V7002,55,GM-Guam
V7002,62,VI-Virgin Islands
V7008,O,On-View Arrest (taken into custody without a warrant or previous incident report)
V7008,S,Summoned/Cited (not taken into custody)
V7008,T,Taken Into Custody (based on warrant and/or previous incident report)
V7009,90A,Bad Checks
V7009,90B,Curfew/Loitering/Vagrancy Violations
V7009,90C,Disorderly Conduct
V7009,90D,Driving Under the Influence
V7009,90E,Drunkenness
V7009,90F,"Family Offenses, Nonviolent"
V7009,90G,Liquor Law Violations
V7009,90H,Peeping Tom
V7009,90I,Runaway
V7009,90J,Trespass of Real Property
V7009,90Z,All Other Offenses
V7010,01,Unarmed
V7010,11,Firearm (type not stated)
V7010,11A,"Firearm (type not stated), automatic"
V7010,12,Handgun
V7010,12A,"Handgun, automatic"
V7010,13,Rifle
V7010,13A,"Rifle, automatic"
V7010,14,Shotgun
V7010,14A,"Shotgun, automatic"
V7010,15,Other Firearm
V7010,15A,"Other Firearm, automatic"
V7010,16,"Lethal Cutting Instrument (e.g., switchblade knife, etc.)"
V7010,17,Club/Blackjack/Brass Knuckles
V7011,01,Unarmed
V7011,11,Firearm (type not stated)
V7011,11A,"Firearm (type not stated), automatic"
V7011,12,Handgun
V7011,12A,"Handgun, automatic"
V7011,13,Rifle
V7011,13A,"Rifle, automatic"
V7011,14,Shotgun
V7011,14A,"Shotgun, automatic"
V7011,15,Other Firearm
V7011,15A,"Other Firearm, automatic"
V7011,16,"Lethal Cutting Instrument (e.g., switchblade knife, etc.)"
V7011,17,Club/Blackjack/Brass Knuckles
V7012,00,Unknown
V7012,99,Over 98 Years Old
V7013,M,Male
V7013,F,Female
V7014,W,White
V7014,B,Black or African American
V7014,I,American Indian or Alaska Native
V7014,A,Asian
V7014,P,Native Hawaiian or Other Pacific Islander
V7014,U,Unknown
V7015,H,Hispanic or Latino Origin
V7015,N,Not of Hispanic or Latino Origin
V7015,U,Unknown
V7016,R,Resident
V7016,N,Nonresident
V7016,U,Unknown
V7017,H,"Handled Within Department (e.g., released to parents, released with warning, etc.)"
V7017,R,"Referred to Other Authorities (e.g., turned over to juvenile court, probation department, welfare agency, other police agency,
criminal or adult court, etc.)"
W1001,01,Administrative Segment
W1002,01,AL-Alabama
W1002,02,AZ-Arizona
W1002,03,AR-Arkansas
W1002,04,CA-California
W1002,05,CO-Colorado
W1002,06,CT-Connecticut
W1002,07,DE-Delaware
W1002,08,DC-District of Columbia
W1002,09,FL-Florida
W1002,10,GA-Georgia
W1002,11,ID-Idaho
W1002,12,IL-Illinois
W1002,13,IN-Indiana
W1002,14,IA-Iowa
W1002,15,KS-Kansas
W1002,16,KY-Kentucky
W1002,17,LA-Louisiana
W1002,18,ME-Maine
W1002,19,MD-Maryland
W1002,20,MA-Massachusetts
W1002,21,MI-Michigan
W1002,22,MN-Minnesota
W1002,23,MS-Mississippi
W1002,24,MO-Missouri
W1002,25,MT-Montana
W1002,26,NB-Nebraska
W1002,27,NV-Nevada
W1002,28,NH-New Hampshire
W1002,29,NJ-New Jersey
W1002,30,NM-New Mexico
W1002,31,NY-New York
W1002,32,NC-North Carolina
W1002,33,ND-North Dakota
W1002,34,OH-Ohio
W1002,35,OK-Oklahoma
W1002,36,OR-Oregon
W1002,37,PA-Pennsylvania
W1002,38,RI-Rhode Island
W1002,39,SC-South Carolina
W1002,40,SD-South Dakota
W1002,41,TN-Tennessee
W1002,42,TX-Texas
W1002,43,UT-Utah
W1002,44,VT-Vermont
W1002,45,VA-Virginia
W1002,46,WA-Washington
W1002,47,WV-West Virginia
W1002,48,WI-Wisconsin
W1002,49,WY-Wyoming
W1002,50,AK-Alaska
W1002,51,HI-Hawaii
W1002,52,CZ-Canal Zone
W1002,53,PR-Puerto Rico
W1002,54,AS-American Samoa
W1002,55,GM-Guam
W1002,62,VI-Virgin Islands
W1006,Blank,Incident date
W1006,R,Report date
W1007,Blank,Unknown time
W1007,00,On or between midnight and 0059
W1007,01,On or between 0100 and 0159
W1007,02,On or between 0200 and 0259
W1007,03,On or between 0300 and 0359
W1007,04,On or between 0400 and 0459
W1007,05,On or between 0500 and 0559
W1007,06,On or between 0600 and 0659
W1007,07,On or between 0700 and 0759
W1007,08,On or between 0800 and 0859
W1007,09,On or between 0900 and 0959
W1007,10,On or between 1000 and 1059
W1007,11,On or between 1100 and 1159
W1007,12,On or between 1200 and 1259
W1007,13,On or between 1300 and 1359
W1007,14,On or between 1400 and 1459
W1007,15,On or between 1500 and 1559
W1007,16,On or between 1600 and 1659
W1007,17,On or between 1700 and 1759
W1007,18,On or between 1800 and 1859
W1007,19,On or between 1900 and 1959
W1007,20,On or between 2000 and 2059
W1007,21,On or between 2100 and 2159
W1007,22,On or between 2200 and 2259
W1007,23,On or between 2300 and 2359
W1013,A,Death of Offender
W1013,B,Prosecution Declined (for other than lack of probable cause)
W1013,C,In Custody of Other Jurisdiction (inclues extradition denied)
W1013,D,Victim Refused to Cooperate
W1013,E,Juvenile/No Custody
W1013,N,Not Applicable
W1015,200,Arson
W1015,13A,Aggravated Assault
W1015,13B,Simple Assault
W1015,13C,Intimidation
W1015,510,Bribery
W1015,220,Burglary/Breaking and Entering
W1015,250,Counterfeiting/Forgery
W1015,290,Destruction/Damage/Vandalism of Property
W1015,35A,Drug/Narcotic Violations
W1015,35B,Drug Equipment Violations
W1015,270,Embezzlement
W1015,210,Extortion/Blackmail
W1015,26A,False Pretenses/Swindle/Confidence Game
W1015,26B,Credit Card/Automatic Teller Machine Fraud
W1015,26C,Impersonation
W1015,26D,Welfare Fraud
W1015,26E,Wire Fraud
W1015,39A,Betting/Wagering
W1015,39B,Operating/Promoting/Assisting Gambling
W1015,39C,Gambling Equipment Violations
W1015,39D,Sports Tampering
W1015,09A,Murder/Nonnegligent Manslaughter
W1015,09B,Negligent Manslaughter
W1015,09C,Justifiable Homicide
W1015,64A,Human Trafficking - Commercial Sex Acts
W1015,64B,Human Trafficking - Involuntary Servitude
W1015,100,Kidnaping/Abduction
W1015,23A,Pocket-picking
W1015,23B,Purse-snatching
W1015,23C,Shoplifting
W1015,23D,Theft From Building
W1015,23E,Theft From Coin-Operated Machine or Device
W1015,23F,Theft From Motor Vehicle
W1015,23G,Theft of Motor Vehicle Parts/Accessories
W1015,23H,All Other Larceny
W1015,240,Motor Vehicle Theft
W1015,370,Pornography/Obscene Material
W1015,40A,Prostitution
W1015,40B,Assisting or Promoting Prostitution
W1015,40C,Purchasing Prostitution
W1015,120,Robbery
W1015,11A,Rape
W1015,11B,Sodomy
W1015,11C,Sexual Assault With An Object
W1015,11D,Fondling (Indecent Liberties/Child Molesting)
W1015,36A,Incest
W1015,36B,Statutory Rape
W1015,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W1015,520,Weapon Law Violations
W1016,200,Arson
W1016,13A,Aggravated Assault
W1016,13B,Simple Assault
W1016,13C,Intimidation
W1016,510,Bribery
W1016,220,Burglary/Breaking and Entering
W1016,250,Counterfeiting/Forgery
W1016,290,Destruction/Damage/Vandalism of Property
W1016,35A,Drug/Narcotic Violations
W1016,35B,Drug Equipment Violations
W1016,270,Embezzlement
W1016,210,Extortion/Blackmail
W1016,26A,False Pretenses/Swindle/Confidence Game
W1016,26B,Credit Card/Automatic Teller Machine Fraud
W1016,26C,Impersonation
W1016,26D,Welfare Fraud
W1016,26E,Wire Fraud
W1016,39A,Betting/Wagering
W1016,39B,Operating/Promoting/Assisting Gambling
W1016,39C,Gambling Equipment Violations
W1016,39D,Sports Tampering
W1016,09A,Murder/Nonnegligent Manslaughter
W1016,09B,Negligent Manslaughter
W1016,09C,Justifiable Homicide
W1016,64A,Human Trafficking - Commercial Sex Acts
W1016,64B,Human Trafficking - Involuntary Servitude
W1016,100,Kidnaping/Abduction
W1016,23A,Pocket-picking
W1016,23B,Purse-snatching
W1016,23C,Shoplifting
W1016,23D,Theft From Building
W1016,23E,Theft From Coin-Operated Machine or Device
W1016,23F,Theft From Motor Vehicle
W1016,23G,Theft of Motor Vehicle Parts/Accessories
W1016,23H,All Other Larceny
W1016,240,Motor Vehicle Theft
W1016,370,Pornography/Obscene Material
W1016,40A,Prostitution
W1016,40B,Assisting or Promoting Prostitution
W1016,40C,Purchasing Prostitution
W1016,120,Robbery
W1016,11A,Rape
W1016,11B,Sodomy
W1016,11C,Sexual Assault With An Object
W1016,11D,Fondling (Indecent Liberties/Child Molesting)
W1016,36A,Incest
W1016,36B,Statutory Rape
W1016,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W1016,520,Weapon Law Violations
W1017,200,Arson
W1017,13A,Aggravated Assault
W1017,13B,Simple Assault
W1017,13C,Intimidation
W1017,510,Bribery
W1017,220,Burglary/Breaking and Entering
W1017,250,Counterfeiting/Forgery
W1017,290,Destruction/Damage/Vandalism of Property
W1017,35A,Drug/Narcotic Violations
W1017,35B,Drug Equipment Violations
W1017,270,Embezzlement
W1017,210,Extortion/Blackmail
W1017,26A,False Pretenses/Swindle/Confidence Game
W1017,26B,Credit Card/Automatic Teller Machine Fraud
W1017,26C,Impersonation
W1017,26D,Welfare Fraud
W1017,26E,Wire Fraud
W1017,39A,Betting/Wagering
W1017,39B,Operating/Promoting/Assisting Gambling
W1017,39C,Gambling Equipment Violations
W1017,39D,Sports Tampering
W1017,09A,Murder/Nonnegligent Manslaughter
W1017,09B,Negligent Manslaughter
W1017,09C,Justifiable Homicide
W1017,64A,Human Trafficking - Commercial Sex Acts
W1017,64B,Human Trafficking - Involuntary Servitude
W1017,100,Kidnaping/Abduction
W1017,23A,Pocket-picking
W1017,23B,Purse-snatching
W1017,23C,Shoplifting
W1017,23D,Theft From Building
W1017,23E,Theft From Coin-Operated Machine or Device
W1017,23F,Theft From Motor Vehicle
W1017,23G,Theft of Motor Vehicle Parts/Accessories
W1017,23H,All Other Larceny
W1017,240,Motor Vehicle Theft
W1017,370,Pornography/Obscene Material
W1017,40A,Prostitution
W1017,40B,Assisting or Promoting Prostitution
W1017,40C,Purchasing Prostitution
W1017,120,Robbery
W1017,11A,Rape
W1017,11B,Sodomy
W1017,11C,Sexual Assault With An Object
W1017,11D,Fondling (Indecent Liberties/Child Molesting)
W1017,36A,Incest
W1017,36B,Statutory Rape
W1017,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W1017,520,Weapon Law Violations
W1018,200,Arson
W1018,13A,Aggravated Assault
W1018,13B,Simple Assault
W1018,13C,Intimidation
W1018,510,Bribery
W1018,220,Burglary/Breaking and Entering
W1018,250,Counterfeiting/Forgery
W1018,290,Destruction/Damage/Vandalism of Property
W1018,35A,Drug/Narcotic Violations
W1018,35B,Drug Equipment Violations
W1018,270,Embezzlement
W1018,210,Extortion/Blackmail
W1018,26A,False Pretenses/Swindle/Confidence Game
W1018,26B,Credit Card/Automatic Teller Machine Fraud
W1018,26C,Impersonation
W1018,26D,Welfare Fraud
W1018,26E,Wire Fraud
W1018,39A,Betting/Wagering
W1018,39B,Operating/Promoting/Assisting Gambling
W1018,39C,Gambling Equipment Violations
W1018,39D,Sports Tampering
W1018,09A,Murder/Nonnegligent Manslaughter
W1018,09B,Negligent Manslaughter
W1018,09C,Justifiable Homicide
W1018,64A,Human Trafficking - Commercial Sex Acts
W1018,64B,Human Trafficking - Involuntary Servitude
W1018,100,Kidnaping/Abduction
W1018,23A,Pocket-picking
W1018,23B,Purse-snatching
W1018,23C,Shoplifting
W1018,23D,Theft From Building
W1018,23E,Theft From Coin-Operated Machine or Device
W1018,23F,Theft From Motor Vehicle
W1018,23G,Theft of Motor Vehicle Parts/Accessories
W1018,23H,All Other Larceny
W1018,240,Motor Vehicle Theft
W1018,370,Pornography/Obscene Material
W1018,40A,Prostitution
W1018,40B,Assisting or Promoting Prostitution
W1018,40C,Purchasing Prostitution
W1018,120,Robbery
W1018,11A,Rape
W1018,11B,Sodomy
W1018,11C,Sexual Assault With An Object
W1018,11D,Fondling (Indecent Liberties/Child Molesting)
W1018,36A,Incest
W1018,36B,Statutory Rape
W1018,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W1018,520,Weapon Law Violations
W1019,200,Arson
W1019,13A,Aggravated Assault
W1019,13B,Simple Assault
W1019,13C,Intimidation
W1019,510,Bribery
W1019,220,Burglary/Breaking and Entering
